22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;added_0;added_1;architect_0;architecture_0;area_0;caption_0;governingBody_0;latDegrees_0;latDirection_0;latMinutes_0;latSeconds_0;location_0;location_1;location_2;locmapin_0;longDegrees_0;longDirection_0;longMinutes_0;longSeconds_0;name_0;name_1;nrhpReferenceNumber_0;nrhpType_0;refnum_0;wgs84_pos#lat_0;wgs84_pos#long_0
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-05-11;1995-05-11;Unknown;Late 19th and Early 20th Century American Movements;;;Private;41;N;3;18;Stamford,_Connecticut;Stamford,_Connecticut;;Connecticut;73;W;32;1;Agudath Sholem Synagogue;Agudath Sholem Synagogue;95000561;;95000561;41.055;-73.53361111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-02-12;1979;;American colonial and Other;;Rear of the building;Private;41;N;7;0;Ohio;Tiffin,_Ohio;Ohio;Ohio;83;W;10;6;Aigler Alumni Building;Aigler Alumni Building;79002779;;79002779;41.116772222222224;-83.1684
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-07-10;2008-07-10;;;;;Private;;;;;Florida;New_Smyrna_Beach,_Florida;Florida;Volusia County;;;;;Airport Clear Zone Archeological Site;Airport Clear Zone Archeological Site;08000639;;8000639;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-12-30;1996-12-30;;Federal;;;Private;39;N;11;34;;;;Maryland;76;W;5;36;Airy Hill;Airy Hill;96001478;;96001478;39.19277777777778;-76.09333333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1991-11-08;1991-11-08;;;;;Private;;;;;;;;Maryland;;;;;Aisquith Farm E Archeological Site;Aisquith Farm E Archeological Site;91001601;;91001601;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1976-04-02;1976-04-02;;No Style Listed;;;Private;;;;;;;;;;;;;Ake Site;Ake Site;76001193;;76001193;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-12-21;2001;O. C. Harbaugh  and Michael M. Konarski;Art_Deco;;;Local and Private;41;N;2;34;Akron,_Ohio;Ohio;Akron,_Ohio;Ohio;81;W;27;47;Akron-Fulton International Airport Administration Building;Akron-Fulton International Airport Administration Building;1001361;;1001361;41.04275555555556;-81.46303888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1986-07-24;1986;Fichter & Brooker;Romanesque_architecture;;;Private;41;N;5;12;Akron,_Ohio;Ohio;Akron,_Ohio;Ohio;81;W;32;3;Akron Jewish Center;Akron Jewish Center;86001919;;86001919;41.086622222222225;-81.534225
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-05-26;1983;;Other;;;Private;41;N;5;1;Akron,_Ohio;Ohio;Akron,_Ohio;Ohio;81;W;30;45;Akron Post Office and Federal Building;Akron Post Office and Federal Building;83002059;;83002059;41.08353888888889;-81.51244166666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-01-19;1983;Frank O. Weary;Renaissance and Beaux-Arts;;;Private;41;N;5;5;Akron,_Ohio;Ohio;Akron,_Ohio;Ohio;81;W;30;56;Akron Public Library;Akron Public Library;83002060;;83002060;41.08481388888889;-81.51545
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-09-27;1980;Frank O. Weary;Gothic_architecture;;;Private;41;N;5;7;Akron,_Ohio;Ohio;Akron,_Ohio;Ohio;81;W;31;29;Akron Rural Cemetery Buildings;Akron Rural Cemetery Buildings;80003236;;80003236;41.085316666666664;-81.52464166666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-10-31;1980;Clemmer-Noah Construction Company  and Good & Wagner;Art_Deco;;;Private;41;N;4;51;Akron,_Ohio;Ohio;Akron,_Ohio;Ohio;81;W;31;26;Akron Y.M.C.A. Building;Akron Y.M.C.A. Building;80003237;;80003237;41.08091666666667;-81.52398611111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-12-14;2000-12-14;Master Diners;Other;;;Private;42;N;11;30;Chicopee,_Massachusetts;Chicopee,_Massachusetts;;Massachusetts;72;W;35;58;Al's Diner;Al's Diner;00001482;;1482;42.19166666666667;-72.59944444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2001-12-31;;;;1177550.189184;;;;;;;Normal,_Alabama;;;;;;;;Alabama Agricultural and Mechanical University Historic District;;01001407;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-10-08;1998-10-08;Warren, Knight, & Davis;Colonial Revival;105210.669824;Bibb Graves Hall, built in 1928;State;32;N;21;51;Montgomery,_Alabama;Montgomery,_Alabama;915;Alabama;86;W;17;51;Alabama State University Historic District;Alabama State University Historic District;98001228;hd;98001228;32.36416666666667;-86.2975
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-10-17;1991-10-17;;;;;;;;;;Cocoa,_Florida;Florida;Cocoa,_Florida;Florida;;;;;Aladdin Theater;Aladdin Theater;91001541;;91001541;28.355307;-80.72601
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-01-10;1980-01-10;;;;;Private;37;N;48;44;Alameda,_California;Alameda,_California;Alameda_County;California;122;W;15;55;Alameda Works Shipyard;Union Iron Works Powerhouse;80000793;;80000793;37.81208888888889;-122.2652138888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-11-21;1978-11-21;;Greek Revival, Federal;56651.899136;;Private;42;N;31;1;;;;New York;73;W;36;55;Albany Avenue Historic District;Albany Avenue Historic District;78001902;hd;78001902;42.51694444444445;-73.61527777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1974-10-09;1974-10-09;;;;;State;;;;;;;;Illinois;;;;;Albany Mounds Site;Albany Mounds Site;74000775;Illinois_Historic_Preservation_Agency;74000775;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-10-25;1979-10-25;Maj. D.B. Douglass;;;View of the cemetery;;42;N;42;24;Menands,_New_York;Menands,_New_York;Cemetery Ave.;;73;W;44;8;Albany Rural Cemetery;Albany Rural Cemetery;79001566;;79001566;42.70666666666666;-73.73555555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-10-10;1978-10-10;Lincklaen,John;Greek Revival, Italianate, Neoclassical;103187.387712;Downtown Cazenovia, December 2008;Local;42;N;55;47;Cazenovia_(village),_New_York;Irregular pattern along Albany St., Cazenovia, New York;;New York;75;W;51;19;Albany Street Historic District;Albany Street Historic District;78001859;hd;78001859;42.929722222222225;-75.85527777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-06-22;1989-06-22;;Queen Anne;;Albert H. Wheeler House;Private;42;N;4;34;Southbridge,_Massachusetts;219;;Massachusetts;72;W;2;47;Albert H. Wheeler House;Albert H. Wheeler House;89000544;;89000544;42.07611111111111;-72.04638888888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-07-30;1993-07-30;;Folk Victorian;89024.412928;Beach house, from Weke Road;;22;N;12;34;Hanalei,_Hawaii;Hanalei, Hawaii;Weke Road;Hawaii;159;W;29;44;Albert Spencer Wilcox Beach House;Albert Spencer Wilcox Beach House;93000725;;93000725;22.209444444444443;-159.49555555555557
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-02-19;1982-02-19;;;;;;45;N;48;33;Battle_Ground,_Washington;Battle_Ground,_Washington;25716;Washington;122;W;32;48;Albert and Letha Green House and Barn;Albert and Letha Green House and Barn;82004202;;82004202;45.80916666666667;-122.54666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-05-02;2000-05-02;;;;;Private;28;N;35;47;Florida;Winter_Park,_Florida;Florida;Florida;81;W;20;39;Albin Polasek House and Studio;Albin Polasek House and Studio;99000767;;99000767;28.59638888888889;-81.34416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-07-24;1980-07-24;;;56651.899136;Briggs House, May 2010;Private;42;N;28;10;Alcove,_New_York;SR 11 and Alcove Rd., Alcove, New York;;New York;73;W;55;36;Alcove Historic District;Alcove Historic District;80002582;hd;80002582;42.46944444444444;-73.92666666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1972-02-23;1972-02-23;;;;;Private;39;N;44;57;;;;Kansas;96;W;40;33;Alcove Springs;Alcove Springs;72000513;;72000513;39.74916666666667;-96.67583333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2011-04-20;2011-04-20;;Queen Anne, Shingle Style;;;Private;40;N;17;57;Cornwall,_Pennsylvania;1012;;Pennsylvania;76;W;17;42;Alden Villa;Alden Villa;11000203;;11000203;40.299166666666665;-76.295
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1976-01-02;1976-01-02;;;less than one acre;Exterior of the cabin;National_Park_Service;35;N;39;59;;;;Tennessee;83;W;31;22;Alex Cole Cabin;Alex Cole Cabin;76000165;;76000165;35.66638888888889;-83.5213888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-09-07;1995-09-07;;Queen_Anne_Style_architecture;;;;29;N;1;33;DeLand,_Florida;Florida;DeLand, Florida;Volusia County;81;W;18;18;Alexander Haynes House;Alexander Haynes House;95001070;;95001070;29.025833333333335;-81.305
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-11-01;1984-11-01;Neel_Reid;;;;Private;27;N;46;17;Florida;St._Petersburg,_Florida;Florida;Florida;82;W;38;28;Alexander Hotel;Alexander Hotel;84000200;;84000200;27.77138888888889;-82.64097222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-04-09;2001-04-09;;Bungalow/Craftsman, Colonial Revival, et.al.;424889.24352;;Private;31;N;17;59;Alexandria,_Louisiana;Roughly bounded Marye St., Bolton Ave., White St., and Bayou Hynson, Alexandria, Louisiana;;Louisiana;92;W;27;32;Alexandria Garden District;Alexandria Garden District;01000336;hd;1000336;31.299722222222222;-92.4588888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1975-04-01;1975-04-01;;;;;;36;N;1;35;60.0;;;Tennessee;83;W;51;41;Alfred Buffat Homestead;Alfred Buffat Homestead;75001761;;75001761;36.02641944444444;-83.861475
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-02-17;2006-02-17;Alfred_Caldwell;;;;Local;;;;;Chicago;Chicago,_IL;Lincoln_Park;;;;;;Alfred Caldwell Lily Pool;Alfred Caldwell Lily Pool;06000235;Chicago_Landmark;6000235;41.9253;-87.6341
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-08-19;1994-08-19;;Late Victorian;less than one acre;;Local;43;N;6;0;Dolgeville,_New_York;Jct. of S. Main and Slawson Sts., SW corner, Dolgeville, New York;;New York;74;W;46;28;Alfred Dolge Hose Co. No. 1 Building;Alfred Dolge Hose Co. No. 1 Building;94001003;;94001003;43.1;-74.77444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-03-24;2000-03-24;;Mission_Revival_Style_architecture;;;;26;N;42;48;Palm_Beach_County,_Florida;West_Palm_Beach,_Florida;Palm_Beach_County,_Florida;Florida;80;W;3;9;Alfred J. Comeau House;Alfred J. Comeau House;00000238;;238;26.713333333333335;-80.0525
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-08-01;1978-08-01;;;;Detail from an 1888 German map of New Orleans;;29;N;57;19;Louisiana;New_Orleans;New Orleans, Louisiana;Louisiana;90;W;3;19;Algiers Point;Algiers Point;78001428;hd;78001428;29.955277777777777;-90.05527777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1992-04-17;1992-04-17;;Moderne;less than one acre;Company store in February 2012;Private;37;N;25;10;Algoma,_West_Virginia;Co. Rt. 17, Algoma, West Virginia;;West Virginia;81;W;25;35;Algoma Coal and Coke Company Store;Algoma Coal and Coke Company Store;92000323;;92000323;37.419444444444444;-81.4263888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-01-04;1989-01-04;;;;;;25;N;47;37;Florida;Miami;Miami,_Florida;Florida;80;W;11;20;Algonquin Apartments;Algonquin Apartments;88002985;;88002985;25.79361111111111;-80.18888888888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-07-07;1983-07-07;;Colonial Revival;;;Private;41;N;31;47;Davenport,_Iowa;321;;Iowa;90;W;34;13;Alice French House;Alice French House;83002434;;83002434;41.52972222222222;-90.57027777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2010-09-24;2010-09-24;;Colonial Revival;3641.9078016;;Private;44;N;53;10;Chazy,_New_York;9618;;New York;73;W;26;8;Alice T. Miner Colonial Collection;Alice T. Miner Colonial Collection;10000799;;10000799;44.88611111111111;-73.43555555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1966-10-15;1966-10-15;;;;"Extract from a BLM map of eastern Utah; the National Historic Landmark is shown in red";Bureau of Land Management;;;;;San_Juan_County,_Utah;Utah;San_Juan_County,_Utah;Utah;;;;;Alkali Ridge;Alkali Ridge;66000740;nhld;66000740;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-03-30;1978;Garrit Sharp;;;Front of the house;Private;40;N;7;58;Ohio;Westerville,_Ohio;Ohio;Ohio;82;W;55;58;Alkire House;Alkire House;78002068;;78002068;40.13266388888889;-82.93269444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1982-11-17;1982-11-17;;Late_Gothic_Revival_architecture;40465.64224;;Private;;;;;New_Riegel,_Ohio;Ohio;N. Perry St., New Riegel, Ohio;Ohio;;;;;St. Boniface Roman Catholic Church, School, Rectory, and Convent of the Sister of the Precious Blood;St. Boniface Roman Catholic Church, School, Rectory, and Convent of the Sister of the Precious Blood;82001487;;82001487;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-03-25;1982-03-25;;;;;All Saints Episcopal Church;38;N;43;58;Ohio;Portsmouth,_Ohio;601;Ohio;83;W;0;1;All Saints Episcopal Church;All Saints Episcopal Church;82003639;;82003639;38.73277777777778;-83.00027777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-08-02;1991-08-02;;Bungalow/Craftsman;1213.9692672;;Private;38;N;43;7;Rehoboth_Beach,_Delaware;18;;Delaware;75;W;4;42;All Saints' Episcopal Church;All Saints' Episcopal Church;91000910;;91000910;38.71861111111111;-75.07833333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;;;;;5244347.234304;Incline 6 Trail and Recreated Tracks;National_Park_Service;40;N;27;15;Blair_County,_Pennsylvania;Cambria_County,_Pennsylvania;Pennsylvania;Pennsylvania;78;W;32;25;Allegheny Portage Railroad;Allegheny Portage Railroad;66000648;nhl;66000648;40.454166666666666;-78.54027777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1978-11-02;;;;174002.261632;;;;;;;;;;;;;;;Allegheny West Historic District;;78002334;Pittsburgh_History_and_Landmarks_Foundation;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-11-30;1982;;Neoclassicism;;Front façade of the Allen Memorial Library;Private;41;N;30;21;Cleveland;Cleveland,_Ohio;Ohio;Ohio;81;W;36;31;Allen Memorial Medical Library;Allen Memorial Medical Library;82001365;;82001365;41.50595555555556;-81.60849444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-04-21;1980-04-21;"Olmsted,Frederick Law; Et al.";Stick/Eastlake, Italianate, Queen Anne;586751.81248;;Local;42;N;53;58;Buffalo,_New_York;New_York;Buffalo,_New_York;New York;78;W;52;47;Allentown Historic District;Allentown Historic District;80002605;hd;80002605;42.89944444444444;-78.87972222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-07-28;1995;Lewis W. Thomas  and Walker & Weeks;Renaissance_architecture;;;Local;40;N;55;18;Alliance,_Ohio;Ohio;Alliance,_Ohio;;81;W;5;54;Alliance Bank Building;Alliance Bank Building;95000940;;95000940;40.921797222222224;-81.09845
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-12-08;1978;;;2885200.291712;;Private;40;N;54;13;;;;Ohio;81;W;4;57;Alliance Clay Product Company;Alliance Clay Product Company;78002130;hd;78002130;40.90361111111111;-81.0825
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1971-11-05;1971-11-05;;;;;Licking County Historical Society;40;N;4;12;;;;Ohio;82;W;30;4;Alligator Effigy Mound;Alligator Effigy Mound;71000643;;71000643;40.06993333333333;-82.50103055555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-07-12;2006-07-12;Plandome Land Company;Colonial Revival;less than one acre;Almeron and Olive Smith House, May 2011;Private;40;N;48;23;Plandome,_New_York;50;;New York;73;W;42;11;Almeron and Olive Smith House;Almeron and Olive Smith House;06000569;;6000569;40.80638888888889;-73.70305555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-07-18;1985-07-18;Murphy_&_Hamilton;Queen Anne, Other, Romanesque Revival, Richardsonian Romanesque;;;;40;N;28;10;East_Liberty_(Pittsburgh);Pittsburgh;Pittsburgh,_Pennsylvania;Pennsylvania;79;W;55;22;Alpha Terrace Historic District;Alpha Terrace Historic District;85001570;hd;85001570;40.469366666666666;-79.92265277777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-10-04;2005;George B. Post & Sons;Neoclassicism;;;Private;41;N;30;31;Cleveland;Cleveland,_Ohio;12510;Ohio;81;W;35;46;Alta Public Library;Alta Public Library;5001143;;5001143;41.50865833333334;-81.59605833333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-11-10;1982-11-10;;Greek Revival, Federal, Colonial Revival;44512.206464;;Local;42;N;42;6;Guilderland,_New_York;Main St. between Thacher Dr. and the RR station, Guilderland, New York;;New York;74;W;1;51;Altamont Historic District;Altamont Historic District;82001054;hd;82001054;42.70166666666667;-74.03083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-04-05;2005-04-05;;;;;Federal;58;N;6;;;;;Alaska;154;W;26;;Amalik Bay Archeological District;Amalik Bay Archeological District;05000460;nhld;5000460;58.1;-154.43333333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2002-08-22;2002-08-22;"Meade and Hamilton; et.al.";Late 19th and 20th Century revivals, late 19th and early 20th Century American Movements;295399.188352;;Private;41;N;29;50;Cleveland_Heights,_Ohio;Roughly bounded by Martin Luther King, Jr. Boulevard, Cedar Glen, N. Park Boulevard, and along Harcourt Dr., Cleveland Heights, Ohio;;Ohio;81;W;36;4;Ambler Heights Historic District;Ambler Heights Historic District;02000883;hd;2000883;41.49722222222222;-81.60111111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2008-04-16;2008-04-16;;;;;;32;N;45;3;Fort_Worth,_Texas;Texas;Fort_Worth,_Texas;Texas;97;W;19;56;American Airways Hangar and Administration Building;American Airways Hangar and Administration Building;08000317;;8000317;32.75083333333333;-97.33222222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2007-10-17;2007-10-17;C.G. Preis;Early Commercial;9307.0977152;Western side of the building;Private;39;N;9;37;Cincinnati;Ohio;4101;Ohio;84;W;32;14;American Can Company Building;American Can Company Building;07001092;;7001092;39.16027777777778;-84.53722222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1980-08-18;1980-08-18;Stephen V. Shipman;Italianate_architecture;;American Exchange Bank;;;;;;Madison,_Wisconsin;Madison,_Wisconsin;1;;;;;;American Exchange Bank;American Exchange Bank;80000115;;80000115;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-07-14;1978-07-14;;;less than one acre;John_Paul_Jones_Memorial;National_Park_Service;;;;;Washington,_D.C.;Washington,_D.C.;;;;;;;American Revolution Statuary;American Revolution Statuary;78000256;;78000256;38.90222222222222;-77.05027777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1972-11-03;1972-11-03;;;;A view of the 1870 Store House  and 1852 Long Shop , from the southeast corner of the complex;;42;N;4;7;Easton,_Massachusetts;Easton,_Massachusetts;;Massachusetts;71;W;6;15;Ames Shovel Shop;Ames Shovel Shop;;cp;;42.06861111111111;-71.10416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-05-16;1985-05-16;Multiple;Late Victorian;;The Millyard;Local;42;N;51;28;Amesbury,_Massachusetts;Amesbury,_Massachusetts;;Massachusetts;70;W;55;52;Amesbury and Salisbury Mills Village Historic District;Amesbury and Salisbury Mills Village Historic District;85001121;hd;85001121;42.85777777777778;-70.93111111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1975-05-29;1975;;;;Front and side of the building;Local;41;N;23;54;Amherst,_Ohio;206;;Ohio;82;W;13;37;Amherst Town Hall;Amherst Town Hall;75001459;;75001459;41.39828611111111;-82.22683888888889
