22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;22-rdf-syntax-ns#type_6;22-rdf-syntax-ns#type_7;alias_0;birthDate_0;birthDate_1;birthPlace_0;birthPlace_1;birthPlace_2;birthPlace_3;country_0;country_1;dateOfBirth_0;description_0;ethnicity_0;ethnicity_1;eyeColor_0;gender_0;givenName_0;hairColor_0;id_0;id_1;name_0;name_1;name_2;name_3;numberOfFilms_0;occupation_0;placeOfBirth_0;placeOfBirth_1;shortDescription_0;surname_0;weight_0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Allysin Chains, Allyson Chaynes, Alysin Chaynes, Allysin Chaines;1979-02-11;1979-02-11;Romania;Romania;;;;;11;;Romanian_people;Romanians;Hazel;female;Allysin;Blonde;3050;AChaynes;Allysin Chaynes;Chaynes, Allysin;Allysin Chaynes;;337;;Romania;;;Chaynes;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Niu-niu (妞妞), Wen-wen (雯雯);1974-10-07;1974-10-07;Taiwan;Taiwan;;;China;People's_Republic_of_China;1974-10-07;Taiwanese actress, host;;;;;Alyssa;;;;Alyssa Chia;Chia, Alyssa;Alyssa Chia;Jiǎ Jìngwén;;Actress, host;Taiwan;;Taiwanese actress, host;Chia;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1976-06-25;1976-06-25;San_Jose,_California;United_States;San_Jose,_California;United_States;;;1976-06-25;American pornographic actor;Caucasian;;;female;Alyssa;Brown;830;AlyssaLove;Alyssa Love;Love, Alyssa;Alyssa Love;;82;;San_Jose,_California;United_States;American pornographic actor;Love;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Alyssa Reese;1986-05-03;1986-05-03;Canada;Vancouver;Canada;Vancouver;;;1986-05-03;;White_people;White_people;;female;Alyssa;Brown;alyssareece;;Alyssa Reece;Reece, Alyssa;Alyssa Reece;;89;;Canada;Vancouver;;Reece;49.896
Actor;Agent;Artist;Person;Person;owl#Thing;core#Concept;Person;;1986-02-19;;;;;;China;People's_Republic_of_China;1986;;;;;;Amber;;;;Amber Kuo;Kuo, Amber;Amber Kuo;Guō Cǎijié;;Actor;;;;Kuo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1964-09-03;;Orange,_California;United_States;Orange,_California;United_States;;;1963;American pornographic actor;Indigenous_peoples_of_the_Americas;Lithuanian_people;Green;female;Amber;Blonde;4;ALynn;Amber Lynn;Lynn, Amber;Amber Lynn;;356;;Orange,_California;United_States;American pornographic actor;Lynn;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-09-19;1984-09-19;Detroit;Michigan;Detroit;Michigan;;;1984-09-19;American pornographic actor;Italian_people;Italians;Brown;female;Amber;Brown;40215;AmberRayne;Amber Rayne;Rayne, Amber;Amber Rayne;;299;;Detroit;Michigan;American pornographic actor;Rayne;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Amu, Amulong;1984-08-30;1984-08-30;China;Inner_Mongolia;People's_Republic_of_China;Plain_and_Bordered_White_Banner;China;People's_Republic_of_China;1984-08-30;;;;;;;;;;Amguulan;Amguulan;Ā Mù Lóng;阿穆隆;;Actor;China;Inner_Mongolia;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1981-02-18;1981-02-18;Japan;Tokyo;Japan;Tokyo;;;1981-02-18;;Japanese;;brown;;Ami;brown;;;Ayukawa, Ami;Ami Ayukawa;;;;;Japan;Tokyo;;Ayukawa;47.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1990-09-05;1990-09-05;Hokkaido;Hokkaido_prefecture;Japan;Hokkaido;;;1990-09-05;Gravure idol;Japanese_people;Japanese_people;Black;;Ami;Black;;;Ami Kikuchi;Kikuchi, Ami;Ami Kikuchi;;;;Hokkaido;Hokkaido_prefecture;Gravure idol;Kikuchi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-07-18;1980-07-18;Hy%C5%8Dgo_Prefecture;Japan;Kobe;Hy%C5%8Dgo_Prefecture;;;1980-07-18;Japanese pornographic actor, singer, model,;Japanese;;;;Ami;;;;Ami Yamazaki;Yamazaki, Ami;Ami Yamazaki;;;;Hy%C5%8Dgo_Prefecture;Japan;Japanese pornographic actor, singer, model,;Yamazaki;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Amy Brook, Amy Brooks;1988-06-25;1988-06-25;Chicago;Chicago,_Illinois;Chicago;Chicago,_Illinois;;;1988-06-25;Pornographic film actor;;;;female;Amy;;AmyBrooke;;Amy Brooke;Brooke, Amy;Amy Brooke;;148;;Chicago;Chicago,_Illinois;Pornographic film actor;Brooke;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1974-08-21;;United_States;Wantagh,_New_York;United_States;Wantagh,_New_York;;;1974;American pornographic actor, journalist, writer;Italians;Jewish;Brown;female;Amy;Brown;46657;;Amy Fisher;Fisher, Amy;Amy Fisher;;3;;United_States;Wantagh,_New_York;American pornographic actor, journalist, writer;Fisher;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1967-09-06;1967-09-06;Massachusetts;Plymouth,_Massachusetts;United_States;Massachusetts;;;6;;;;brown;female;Amy Lynn;Blonded;17781;;Amy Lynn Baxter;Amy Lyynn Baxter;Baxter, Amy Lynn;Amy Lynn Baxter;;;Massachusetts;Plymouth,_Massachusetts;;Baxter;54.432
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Amy Reed,;;;Frankfurt;Germany;Frankfurt;Germany;;;1985;American actor;French_people;Germans;Brown;female;Amy;Blonde / Brunette;37735;AmyReid;Amy Ried;Ried, Amy;Amy Ried;;196142;;Frankfurt;Germany;American actor;Ried;54.432
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-03-07;1984-03-07;Japan;Tokyo;Japan;Tokyo;;;1984-03-07;;Japanese_people;Japanese_people;Brown;;An;Black;;;An Nanba;Nanba, An;An Nanba;;;;Japan;Tokyo;;Nanba;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Ana Nove, Anna Nova, Tara Young, Katherina;1975-06-05;1975-06-05;East_Germany;German_Democratic_Republic;Magdeburg;East_Germany;;;1975-06-05;;Caucasian;;;female;Ana;Black/Brown/Blonde;30055;AnnaNova;Ana Nova;Ana Nova,Tara Young;Nova, Ana;Ana Nova;183;;East_Germany;German_Democratic_Republic;;Nova;57.6072
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1972-03-05;1972-03-05;India;New_Delhi;India;New_Delhi;;;1972-03-05;;;;;;Anand;;;;Rajaram, Anand;Anand Rajaram;;;;Actor, Writer & Director.;;;;Rajaram;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-06-11;1980-06-11;Anchorage,_Alaska;United_States;Anchorage,_Alaska;U.S.;;;1980-06-11;American pornographic actor;White;;Blue;female;Anastasia;Blond;2509;AnastasiaBlue;Anastasia Blue;Blue, Anastasia;Anastasia Blue;;113;;Anchorage,_Alaska;United_States;American pornographic actor;Blue;47.1744
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1965;;London;London;;;;;1965;;;;;;Anastasia;;;;Anastasia Hille;Hille, Anastasia;Anastasia Hille;;;;;;;Hille;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anastasia Dreams;1980-04-17;1980-04-17;Barcelona;Spain;Barcelona;Spain;;;1980-04-17;;Caucasian;;;female;Anastasia;Blonde;36381;AnastasiaMayo;Anastasia Mayo;Mayo, Anastasia;Anastasia Mayo;;;;Barcelona;Spain;;Mayo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Andrea, Andreza Valentino, Randy Andie, Andi Valentino, Andie Carelli;1988-02-01;;Newport_Beach,_California;Newport Beach, California, U.S.A.;;;;;1988;American pornographic actor;Caucasian;;Hazel;female;Andie;Brown;44345;AndieValentino;Andie Valentino;Valentino, Andie;Andie Valentino;;43;;Newport Beach, California, U.S.A.;;American pornographic actor;Valentino;47.628
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1958-05-01;1958-05-01;New York City;;;;;;1958-05-01;American journalist;;;;;Andrew;;;;Andrew Hindes;Hindes, Andrew;Andrew Hindes;;;;New York City;;American journalist;Hindes;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1967-08-12;1967-08-12;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1967-08-12;;;;;;Andy;;;;Andy Hui;Hui, Andy;Andy Hui;heoi2 zi3 on1;;Actor;Hong_Kong;;;Hui;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Lau Wah ();1961-09-27;;Hong_Kong;Tai_Po;Hong_Kong;Tai_Po;China;People's_Republic_of_China;1961;;;;;;Andy;;;;Andy Lau;Lau, Andy;Andy Lau;Lau4 Dak1 Waa4;;Film_producer;Hong_Kong;Tai_Po;;Lau;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1977-05-11;1977-05-11;Providence,_Rhode_Island;Rhode_Island;USA;United_States;China;People's_Republic_of_China;11;;;;;;Andy;;;;Andy On;On, Andy;Andy On;On1 Zi3 Git6;;Actor;Providence,_Rhode_Island;Rhode_Island;;On;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Andi Love, Andi Crush, Andie San Dimas, Rock Christina, Inked Andi, Andi Love;1986-10-06;1986-10-03;Baltimore;Baltimore,_Maryland;United_States;Baltimore;;;1986-10-06;American pornographic actor;Ethnic_Germans;Native_Americans_in_the_United_States;Hazel;female;Andy;Black;47038;AndySanDimas;Andy San Dimas;San Dimas, Andy;Andy San Dimas;;141;;Baltimore;Baltimore,_Maryland;American pornographic actor;San Dimas;52.6176
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1975-08-01;1975-08-01;B%C3%A6rum;Bærum;;;;;1975;;;;;;Ane Dahl;;;;Torp, Ane Dahl;Ane Dahl Torp;;;;Actress;;;;Torp;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1993-07-29;1993-07-29;;;;;China;People's_Republic_of_China;29;;;;;;Ching Hui;;2293228;;Ang Ching Hui;Ang, Ching Hui;Ang Ching Hui;Ching Hui Ang;;Actor;;;;Ang;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Angel, Kristina Sutalo, Barbara, Dark Angel, Esmeralda, Esmerelda, Paulin, Pauline, Viktoria;1982-04-18;1982-04-11;Slovakia;Sobrance;Czechoslovakia;Sobrance;;;1982-04-18;;;;Brown;female;Angel;Brown_hair;31301;DarkAngel;Angel Dark;Dark, Angel;Angel Dark;;;;Slovakia;Sobrance;;Dark;55.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Sugar Brown;;;;;;;;;;American pornographic actor;African_American;African_American;;female;Angel;Black;598;AKelly;Angel Kelly;Kelly, Angel;Angel Kelly;;190;;;;American pornographic actor;Kelly;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Angel T.,;1980-11-21;;England;Swindon;United_Kingdom;Wiltshire;;;1980;;English_people;English_people;Hazel;female;Angel;Blonde;24291;AngelLong;Angel Long;Long, Angel;Angel Long;;240;;England;Swindon;;Long;
Actor;Agent;Artist;Person;Person;owl#Thing;core#Concept;Person;;1982-01-19;;Taiwan;Taoyuan_City;Taiwan;Taoyuan_City;China;People's_Republic_of_China;1982;;;;;;Angela;;;;Angela  Chang;Chang, Angela;Angela  Chang;Angela Chang;;Singer, actress;Taiwan;Taoyuan_City;;Chang;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Angela Devi;1975-07-30;1975-07-30;New_York_City;New_York_City,_New_York;New_York_City;New_York_City,_New_York;;;1975-07-30;;Punjabi_people;Punjabi Indian;Brown;;Angela;Brown;;;Angela Devi;Devi, Angela;Angela Devi;;;;New_York_City;New_York_City,_New_York;;Devi;47.628
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1950-09-20;1950-09-20;Taiwan;Taiwan;;;China;People's_Republic_of_China;20;;;;;;Angela;;;;Angela Mao;Mao, Angela;Angela Mao;Maau4 Jing1;;Actress, martial artist;Taiwan;;;Mao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Poon Yin-chi, Pan Yingzi;1945-06-05;1945-06-05;Jiangsu;Jiangsu, China;;;China;People's_Republic_of_China;1945-06-05;;;;;;Angela;;;;Angela Pan;Pan, Angela;Angela Pan;Pān Yíngzǐ;;Actress;Jiangsu, China;;;Pan;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Angel Stone, Angela Storm;1981-08-29;1981-08-29;Minneapolis;Minneapolis,_Minnesota;USA;United_States;;;1981-08-29;American pornographic actor;;;;female;Angela;Blonde;32831;AngelaStone;Angela Stone;Stone, Angela;Angela Stone;;263;;Minneapolis;Minneapolis,_Minnesota;American pornographic actor;Stone;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Stella Blue;1964-11-06;;Burbank,_California;United_States;Burbank,_California;United_States;;;1964;American pornographic actor;;;Brown;female;Angela;Blonde;395;ASummers;Angela Summers;Summers, Angela;Angela Summers;;115;;Burbank,_California;United_States;American pornographic actor;Summers;51.7104
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1975-06-30;1975-06-30;Canada;Montr%C3%A9al,_Qu%C3%A9bec;Montreal;Canada;China;People's_Republic_of_China;30;;;;;;Angela;;;;Angela Tong;Tong, Angela;Angela Tong;tang1 ying2 ying2;;Actor;Canada;Montr%C3%A9al,_Qu%C3%A9bec;;Tong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Baby;1989-02-28;1989-02-28;Shanghai;China;People's_Republic_of_China;Shanghai;China;People's_Republic_of_China;28;;;;black;;Angela;brown;;;Angela Yeung;Yeung, Angela;Angela Yeung;Yáng Yǐng;;Model, actress, singer;Shanghai;;;Yeung;99.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Gabriella Dari, Gabriella Jankov, Keti Kay, Katy Kay;;;;;;;;;;;;;Green;female;Angelica;Brunette;3696;ABella;Angelica Bella;Bella, Angelica;Angelica Bella;;;;;;;Bella;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;VenusVenus Rising;1978-06-05;1978-06-05;Plattsburgh,_New_York;Plattsburgh_(city),_New_York;United_States;Plattsburgh,_New_York;;;1978-06-05;American pornographic actor;Native_Americans_in_the_United_States;Italian_people;Green;female;Angelica;Brown;31069;Venus00;Angelica Costello;Costello, Angelica;Angelica Costello;;353;;Plattsburgh,_New_York;Plattsburgh_(city),_New_York;American pornographic actor;Costello;56.7
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Lee Sin Chet;1976-01-23;1976-01-23;Kedah;Malaysia;Kedah, Malaysia;;China;People's_Republic_of_China;23;;;;;;Angelica;;496806;;Angelica Lee;Lee, Angelica;Angelica Lee;Lǐ Xīnjié;;Actress, singer;Kedah, Malaysia;;;Lee;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Angelica Sinn,Alexandra Sinn, Angela Oliver, Victoria, Angelic Sin;1974-04-09;1974-04-09;North_Carolina;United_States;North_Carolina;United_States;;;1974-04-09;American pornographic actor;Cherokee;English_people;Green;female;Angelica;Brunette;236;ASinn;Angelica Sin;Sin, Angelica;Angelica Sin;;274;;North_Carolina;United_States;American pornographic actor;Sin;56.7
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Arianna Armani;1987-11-18;1987-11-18;Brooklyn;Brooklyn,_New_York;New_York;United_States;;;1987-11-18;American pornographic actor;Russians;Russians;Brown;female;Angelina;Blonde;51509;AriannaArmani;Angelina Armani;Armani, Angelina;Angelina Armani;;29;;Brooklyn;Brooklyn,_New_York;American pornographic actor;Armani;56.7
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1986-09-19;1986-09-19;Kentucky;United_States;Kentucky;Lexington,_Kentucky;;;1986-09-19;American pornographic actor;Italians;Italian Venezuelan;;female;Angelina;Brown;46536;AngelinaValentine;Angelina Valentine;Valentine, Angelina;Angelina Valentine;;129;;Kentucky;United_States;American pornographic actor;Valentine;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Frenchy, Frenchie;1975-09-22;1975-09-22;Paris;Paris,_France;Paris;Paris,_France;;;1975-09-22;;;;Green;;Angelique;Blonde;;;Angelique Morgan;Morgan, Angelique;Angelique Morgan;;6;;Paris;Paris,_France;;Morgan;52.164
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1981-11-12;1981-11-12;Santa_Cruz,_California;United_States;Santa_Cruz,_California;United_States;;;1981-11-12;American pornographic actor;Caucasian;;;female;Angie;Blonde;35759;AngieSavage;Angie Savage;Savage, Angie;Angie Savage;;43;;Santa_Cruz,_California;United_States;American pornographic actor;Savage;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;何加男 (Karen Ho);1963-10-10;;Hong Kong;;;;China;People's_Republic_of_China;1963;;;;;;Anita;;;;Anita Mui;Mui, Anita;Anita Mui;Méi Yànfāng;;Singer, actress;Hong Kong;;;Mui;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anita Pearls;1987-12-27;1987-12-27;Hungary;Hungary;;;;;1987-12-27;;Caucasian;;;female;Anita;Black;51268;AnitaPearl;Anita Pearl;Pearl, Anita;Anita Pearl;;17;;Hungary;;;Pearl;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anita, Anita Ranieri;1974-10-26;1974-10-26;Duna%C3%BAjv%C3%A1ros;Dunaujvaros;Duna%C3%BAjv%C3%A1ros;Dunaujvaros;;;1974-10-26;Hungarian former pornographic actress and film director;White_people;Whites;Green;female;Anita;Blonde;994;AnitaRinaldi;Anita Rinaldi;Rinaldi, Anita;Anita Rinaldi;;;;Duna%C3%BAjv%C3%A1ros;Dunaujvaros;Hungarian former pornographic actress and film director;Rinaldi;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Leng Leng (靚靚);1971-09-04;1971-09-04;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1971-09-04;Hong Kong Actor;;;;;Anita;;;;Anita Yuen;Yuen, Anita;Anita Yuen;Yuán Yǒngyí;;Actor;Hong_Kong;;Hong Kong Actor;Yuen;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1981-06-06;;;;;;;;1981;;Germany;German;Green;female;Anja Juliette;Blonde;ToryLane;;Anja Juliette Laval;Laval, Anja Juliette;Tory Lane;Anja Juliette Laval;;;;;;Laval;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1985-03-24;1985-03-24;Cameroon;Nkongsamba;Cameroon;Nkongsamba;;;1985-03-24;Pornographic film actor;;;;female;Anksa;;AnksaKara;;Anksa Kara;Kara, Anksa;Anksa Kara;;;;Cameroon;Nkongsamba;Pornographic film actor;Kara;58.0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1965-06-12;1965-06-12;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;12;;;;;;Ann;;;;Ann Bridgewater;Bridgewater, Ann;Ann Bridgewater;;;Actress;Hong_Kong;;;Bridgewater;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;郭淑娴;1973-01-11;1973-01-11;Singapore;Singapore;;;China;People's_Republic_of_China;11;;;;;;Ann;;;;Ann Kok;Kok, Ann;Ann Kok;Guō Shūxián;;Actress;Singapore;;;Kok;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Ann Marie;1981-09-05;1981-09-05;Santa_Clarita,_California;United_States;Santa_Clarita,_California;United_States;;;1981-09-05;American pornographic actor;Latin;Latin;;female;Ann Marie;Brown_hair;1056552;4492;Ann Marie Rios;Rios, Ann Marie;Ann Marie Rios;;285;;Santa_Clarita,_California;United_States;American pornographic actor;Rios;53.5248
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1967-09-09;1967-09-09;Havana,_Illinois;United_States;Davenport;Iowa;;;1967-09-09;Pornographic actress;;;Brown;female;Anna;Black;5;AnnaMalle;Anna Malle;Malle, Anna;Anna Malle;;361;;Havana,_Illinois;United_States;Pornographic actress;Malle;52.164
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-05-30;1980-05-30;Hokkaid%C5%8D;Hokkaido;Hokkaidō, Japan;;;;1980-05-30;;French_people;Japanese_people;;;Anna;Brown;;;Anna Ohura;Ohura, Anna;Anna Ohura;;;;Hokkaidō, Japan;;;Ohura;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Lilith Marshall;1989-09-11;;Russian_SFSR;Russian_Soviet_Federative_Socialist_Republic;Saint_Petersburg;Soviet_Union;;;;;Russians;Russians;Blue;female;;Black;annapolina;;Anna Polina;Anna Polina;;;;;;;;;51.7104
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anna Span;1972;;Kent;Kent;;;;;1971;English pornographic film director;;;;;Anna;;;;Anna Arrowsmith;Span, Anna;Anna Arrowsmith;Anna Span;;;Kent;;English pornographic film director;Span;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Annabella;1972-05-22;1972-05-22;Singapore;Singapore;;;;;22;American pornographic actor;Chinese_Singaporean;Chinese_Singaporean;Brown;female;Annabel;Black;159026;6;Annabel Chong;Chong, Annabel;Annabel Chong;;52;;Singapore;;American pornographic actor;Chong;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anabelle Lee;1982-09-09;1982-09-09;Arizona;United_States;Arizona;United_States;;;1982-09-09;American pornographic actor;White_people;White_people;;female;Annabelle;Auburn, brown,red;annabell_lee;;Annabelle Lee;Lee, Annabelle;Annabelle Lee;;74;;Arizona;United_States;American pornographic actor;Lee;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1974-10-02;1974-10-02;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;2;;;;;;Anne;;;;Anne Heung;Heung, Anne;Anne Heung;Hoeng3 Hoi2-laam4;;Actress;Hong_Kong;;;Heung;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-07-22;1964-07-22;;;;;;;1964;;;;;;Anneke von der;;;;Lippe, Anneke von der;Anneke von der Lippe;;;;Actress;;;;Lippe;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Nanette Heaven, Annette Funette, Cheryl Nelson, Annette Robinson;1954-12-01;1954-12-01;Las_Vegas_Valley;Las Vegas, Nevada, USA;;;;;1954-12-01;American pornographic film actor, erotic dancer;;;;female;Annette;;778;Haven;Annette Haven;Haven, Annette;Annette Haven;;151;;Las Vegas, Nevada USA;;American pornographic film actor, erotic dancer;Haven;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Annette, Annette Schwarz, Annette Schwartz;1984-03-26;1984-03-26;Germany;Germany;;;;;26;;Germans;Germans;Green-Blue;female;Annette;Blonde;43737;AnnetteSchwarz;Annette Schwarz;Schwarz, Annette;Annette Schwarz;;225;;Germany;;;Schwarz;54.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-11-06;1984-11-06;Stockton,_California;United_States;Stockton,_California;United_States;;;1984-11-06;American pornographic actor;Filipino_people;Filipino_people;Green;female;Annie;Brown;34396;AnnieCruz;Annie Cruz;Cruz, Annie;Annie Cruz;;350;;Stockton,_California;United_States;American pornographic actor;Cruz;52.164
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1954-07-23;1954-07-23;Philadelphia;Philadelphia,_Pennsylvania;Philadelphia;Philadelphia,_Pennsylvania;;;1954-07-23;American pornographic actor;;;Hazel;female;Annie;Brunette;5218;Sprinkle;Annie Sprinkle;Sprinkle, Annie;Annie Sprinkle;;;;Philadelphia;Philadelphia,_Pennsylvania;American pornographic actor;Sprinkle;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1978-08-21;1978-08-21;China;Republic_of_China;Taiwan;;China;People's_Republic_of_China;1978-08-21;Taiwanese actor;;;;;Annie;;;;Annie Wu Chen Chun;Wu, Annie;Annie Wu Chen Chun;Annie Wu;;Actor;China;;Taiwanese actor;Wu;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Martin London, Tony Crane;--03-28;;Hartford,_Connecticut;Hartford,_Connecticut;;;;;;;Caucasian;;;;Anthony;Brown;;;Crane, Anthony;Anthony Crane;;;;;Hartford,_Connecticut;;;Crane;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anthony Hardbody;1967-02-22;;Hungary;Hungary;;;;;1967;;Caucasian_race;Caucasian_race;;male;Anthony;Blond;30599;AHardwood;Antony Hardwood;Hardwood, Anthony;Anthony Hardwood;Antony Hardwood;1450;;Hungary;;;Hardwood;85.7304
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;;;Florida;Hialeah;Hialeah,_Florida;Hialeah, Florida, USA;;;1977;Pornographic film actor;Caucasian;;;male;Anthony;Brown;anthonyrosano;;Anthony Rosano;Rosano, Anthony;Anthony Rosano;;;;Hialeah, Florida, USA;;Pornographic film actor;Rosano;
